"date_time","msa","wind_speed","saws_temp","hrseg","timepoint"
2013-04-21,0.0248547647610022,4.3,20.5,198,2013-04-21 12:06:03
2013-04-21,0.0181117291982533,4.3,20.5,198,2013-04-21 12:07:55
2013-04-21,0.0150152157797043,4.3,20.5,198,2013-04-21 12:09:48
2013-04-21,0.0164122653476853,4.3,20.5,198,2013-04-21 12:11:41
2013-04-21,0.0225318233501159,4.3,20.5,198,2013-04-21 12:13:32
2013-04-21,0.0187646975534852,4.3,20.5,198,2013-04-21 12:15:24
2013-04-21,0.044551496011995,4.3,20.5,198,2013-04-21 12:17:16
2013-04-21,0.083017648967239,4.3,20.5,198,2013-04-21 12:19:09
2013-04-21,0.414360610103805,4.3,20.5,200,2013-04-21 12:28:59
2013-04-21,0.482923053258155,4.3,20.5,200,2013-04-21 12:30:52
2013-04-21,0.314067701528982,4.3,20.5,200,2013-04-21 12:32:44
2013-04-21,0.0159346779745062,4.3,20.5,201,2013-04-21 12:39:07
2013-04-21,0.0118317273512236,4.3,20.5,201,2013-04-21 12:41:01
2013-04-21,0.0147599053034173,4.3,20.5,201,2013-04-21 12:42:51
2013-04-21,0.017058090221953,4.3,20.5,201,2013-04-21 12:44:43
2013-04-21,0.013935044107211,4.3,20.5,202,2013-04-21 12:50:36
2013-04-21,0.364703842555728,4.3,20.5,202,2013-04-21 12:52:27
2013-04-21,0.388045267488379,4.3,20.5,202,2013-04-21 12:54:19
2013-04-21,0.140212232855617,4.3,20.5,202,2013-04-21 12:56:14
2013-04-21,0.117371500054721,4.3,20.5,202,2013-04-21 12:58:03
2013-04-21,0.383535835877289,4.3,20.5,202,2013-04-21 12:59:55
2013-04-21,0.288223908772648,3.7,20.5,202,2013-04-21 13:01:47
2013-04-21,0.165666853973999,3.7,20.5,202,2013-04-21 13:03:39
2013-04-21,0.177589602337909,3.7,20.5,202,2013-04-21 13:05:33
2013-04-21,0.702980964104792,3.7,20.5,202,2013-04-21 13:07:23
2013-04-21,0.0276071220891263,3.7,20.5,205,2013-04-21 13:23:23
2013-04-21,0.104057680010589,3.7,20.5,205,2013-04-21 13:25:15
2013-04-21,3.12594167453439,3.7,20.5,205,2013-04-21 13:27:08
2013-04-21,0.17874658457141,3.7,20.5,206,2013-04-21 13:31:08
2013-04-21,0.317301590385588,3.7,20.5,206,2013-04-21 13:33:02
2013-04-21,0.123556440515466,3.7,20.5,206,2013-04-21 13:34:51
2013-04-21,0.28652614111081,3.7,20.5,207,2013-04-21 13:48:42
2013-04-21,0.737056041094523,3.7,20.5,207,2013-04-21 13:50:35
2013-04-21,0.163504353212745,3.7,20.5,207,2013-04-21 13:52:27
2013-04-21,0.421864392381924,3.7,20.5,207,2013-04-21 13:54:20
2013-04-21,0.425301641119306,3.7,20.5,209,2013-04-21 14:08:12
2013-04-21,0.271975829003714,3.2,18.3,209,2013-04-21 14:10:04
2013-04-21,0.0557975570179721,3.2,18.3,209,2013-04-21 14:11:55
2013-04-21,0.269354345761765,3.2,18.3,209,2013-04-21 14:13:48
2013-04-21,0.0273763785539041,3.2,18.3,209,2013-04-21 14:15:42
2013-04-21,0.0266181519540303,3.2,18.3,210,2013-04-21 14:21:51
2013-04-21,0.462647562951797,3.2,18.3,210,2013-04-21 14:23:40
2013-04-21,0.214029003384064,3.2,18.3,210,2013-04-21 14:25:32
2013-04-21,0.172282925905258,3.2,18.3,210,2013-04-21 14:27:24
2013-04-21,0.33638326520994,3.2,18.3,210,2013-04-21 14:29:15
2013-04-21,0.140801301973739,3.2,18.3,210,2013-04-21 14:31:07
2013-04-21,0.315617486897627,3.2,18.3,210,2013-04-21 14:32:59
2013-04-21,0.334842746725345,3.2,18.3,210,2013-04-21 14:34:51
2013-04-21,0.192419852718333,3.2,18.3,210,2013-04-21 14:36:43
2013-04-21,0.247357854772347,3.2,18.3,210,2013-04-21 14:38:35
2013-04-21,0.625825369470863,3.2,18.3,210,2013-04-21 14:40:27
2013-04-21,0.460375326222925,3.2,18.3,210,2013-04-21 14:42:18
2013-04-21,0.266843413217246,3.2,18.3,210,2013-04-21 14:44:10
2013-04-21,0.51461138341331,3.2,18.3,210,2013-04-21 14:46:03
2013-04-21,0.327595809115632,3.2,18.3,210,2013-04-21 14:47:54
2013-04-21,0.548627106405959,3.2,18.3,210,2013-04-21 14:49:47
2013-04-21,0.734978725239617,3.2,18.3,210,2013-04-21 14:51:39
2013-04-21,0.746515427257992,3.2,18.3,210,2013-04-21 14:53:31
2013-04-21,0.519302780690977,3.2,18.3,210,2013-04-21 14:55:23
2013-04-21,1.86633320643372,3.2,18.3,210,2013-04-21 14:57:14
2013-04-21,1.59943256953835,3.2,18.3,211,2013-04-21 15:03:07
2013-04-21,0.595135768325493,3.2,18.3,211,2013-04-21 15:04:59
2013-04-21,0.223141977644621,3.2,18.3,211,2013-04-21 15:06:51
2013-04-21,1.3885305550792,3.2,18.3,211,2013-04-21 15:08:43
2013-04-21,0.389950309251521,3.4,16.9,211,2013-04-21 15:10:34
2013-04-21,0.134668352684789,3.4,16.9,211,2013-04-21 15:12:27
2013-04-21,1.99926463030412,3.4,16.9,211,2013-04-21 15:14:21
2013-04-21,1.78784736955641,3.4,16.9,211,2013-04-21 15:16:11
2013-04-21,0.130231642944587,3.4,16.9,211,2013-04-21 15:18:03
2013-04-21,0.0234098094812056,3.4,16.9,213,2013-04-21 15:53:47
2013-04-21,0.0250682212327005,3.4,16.9,213,2013-04-21 15:55:42
2013-04-21,0.0608326085556316,3.4,16.9,213,2013-04-21 15:57:32
2013-04-21,0.040287294224904,3.4,16.9,213,2013-04-21 15:59:24
2013-04-21,0.0198118429183802,3.4,16.9,213,2013-04-21 16:01:16
2013-04-21,0.066368681988727,3.4,16.9,213,2013-04-21 16:03:07
2013-04-21,0.041339075762953,3.4,16.9,213,2013-04-21 16:04:59
2013-04-21,0.152777442837226,3.4,16.9,213,2013-04-21 16:06:51
2013-04-21,0.304393108392436,3,15.9,213,2013-04-21 16:08:43
2013-04-21,0.0350613708808656,3,15.9,213,2013-04-21 16:10:36
2013-04-21,0.0335215522689021,3,15.9,213,2013-04-21 16:12:28
2013-04-21,0.0568508438143664,3,15.9,213,2013-04-21 16:14:20
2013-04-21,0.0287020120168973,3,15.9,213,2013-04-21 16:16:10
2013-04-21,0.0249296978759668,3,15.9,213,2013-04-21 16:18:03
2013-04-21,0.0178460032780265,3,15.9,213,2013-04-21 16:19:56
2013-04-21,0.0142615867397358,3,15.9,213,2013-04-21 16:21:46
2013-04-21,0.0168226234944442,3,15.9,213,2013-04-21 16:23:39
2013-04-21,0.0153613841150837,3,15.9,213,2013-04-21 16:25:33
2013-04-21,0.0335581025557874,3,15.9,213,2013-04-21 16:27:23
2013-04-21,0.0496658597215254,3,15.9,213,2013-04-21 16:29:15
2013-04-21,0.0960363481972379,3,15.9,214,2013-04-21 16:33:14
2013-04-21,0.092542786336101,3,15.9,214,2013-04-21 16:35:07
2013-04-21,0.0748550284365516,3,15.9,214,2013-04-21 16:36:58
2013-04-21,0.4699234579485,3,15.9,214,2013-04-21 16:38:51
2013-04-21,0.0980015180140918,3,15.9,214,2013-04-21 16:40:45
2013-04-21,0.116437482439351,3,15.9,215,2013-04-21 16:44:43
2013-04-21,0.364745000671081,3,15.9,215,2013-04-21 16:46:35
2013-04-21,0.11956227873622,3,15.9,215,2013-04-21 16:48:26
2013-04-21,2.31945005503222,3,15.9,215,2013-04-21 16:50:18
2013-04-21,0.9396909194028,3,15.9,215,2013-04-21 16:52:11
2013-04-21,0.102646870247087,3,15.9,215,2013-04-21 16:54:03
2013-04-21,0.442534215352168,3,15.9,215,2013-04-21 16:55:55
2013-04-21,0.110289771760253,3,15.9,215,2013-04-21 16:57:47
2013-04-21,0.446328870384059,3,15.9,215,2013-04-21 16:59:40
2013-04-21,0.114503448591605,3,15.9,215,2013-04-21 17:01:31
2013-04-21,0.0633958218637929,2.8,14.6,215,2013-04-21 17:03:22
2013-04-21,0.0231679857817346,2.8,14.6,215,2013-04-21 17:05:15
2013-04-21,0.681671699100756,2.8,14.6,216,2013-04-21 17:13:16
2013-04-21,0.128417883608027,2.8,14.6,216,2013-04-21 17:15:08
2013-04-21,0.0923931234073652,2.8,14.6,216,2013-04-21 17:17:02
2013-04-21,0.0254888890872741,2.8,14.6,217,2013-04-21 17:21:15
2013-04-21,0.144979464940349,2.8,14.6,217,2013-04-21 17:23:10
2013-04-21,0.0157378394860057,2.8,14.6,217,2013-04-21 17:24:59
2013-04-21,0.00965325947805129,2.8,14.6,217,2013-04-21 17:26:52
2013-04-21,0.0121997631654105,2.8,14.6,217,2013-04-21 17:28:47
2013-04-21,0.011082872550996,2.8,14.6,217,2013-04-21 17:30:37
2013-04-21,0.0091473592275213,2.8,14.6,217,2013-04-21 17:32:27
2013-04-21,0.256843617905387,2.8,14.6,217,2013-04-21 17:34:19
2013-04-21,0.281193701726176,2.8,14.6,217,2013-04-21 17:36:11
2013-04-21,0.149105157959222,2.8,14.6,217,2013-04-21 17:38:03
2013-04-21,0.203794663349124,2.8,14.6,217,2013-04-21 17:39:58
2013-04-21,0.120544599240572,2.8,14.6,217,2013-04-21 17:41:47
2013-04-21,0.0147093652738797,2.8,14.6,217,2013-04-21 17:43:39
2013-04-21,0.0191078421733843,2.8,14.6,217,2013-04-21 17:45:37
2013-04-21,0.0182404231491593,2.8,14.6,217,2013-04-21 17:47:26
2013-04-21,0.0245254535457178,2.8,14.6,217,2013-04-21 17:49:24
2013-04-21,0.0225377016594044,0,15.6,221,2013-04-21 18:23:24
2013-04-21,0.513267985907776,0,15.6,221,2013-04-21 18:25:15
2013-04-21,0.00911570800319605,0,15.6,221,2013-04-21 18:27:08
2013-04-21,0.0141056903043076,0,15.6,221,2013-04-21 18:29:00
2013-04-21,0.0142717504011484,0,15.6,222,2013-04-21 18:32:59
2013-04-21,0.0178688578060937,0,15.6,222,2013-04-21 18:34:52
2013-04-21,0.0125723297695604,0,15.6,222,2013-04-21 18:36:44
2013-04-21,0.0115107753054942,0,15.6,222,2013-04-21 18:38:36
2013-04-21,0.0344029901377126,0,15.6,222,2013-04-21 18:40:31
2013-04-21,0.0122370926792753,0,15.6,222,2013-04-21 18:42:20
2013-04-21,0.0124426913322027,0,15.6,222,2013-04-21 18:44:13
2013-04-21,0.0238949691000958,0,15.6,222,2013-04-21 18:46:08
2013-04-21,0.0167296882603526,0,15.6,224,2013-04-21 19:01:32
2013-04-21,0.0155188855053219,0,15.6,224,2013-04-21 19:03:26
2013-04-21,0.0124584995777375,0,15.6,224,2013-04-21 19:05:21
2013-04-21,0.0160122456649473,0,15.6,224,2013-04-21 19:07:18
2013-04-21,0.0159702787258033,1.4,18.9,224,2013-04-21 19:09:15
2013-04-21,0.0118918811386524,1.4,18.9,224,2013-04-21 19:11:12
2013-04-21,0.0157063621697635,1.4,18.9,224,2013-04-21 19:13:02
2013-04-21,0.0150126566790404,1.4,18.9,225,2013-04-21 19:17:00
2013-04-21,0.014773881585032,1.4,18.9,225,2013-04-21 19:18:52
2013-04-21,0.00822954215645155,1.4,18.9,225,2013-04-21 19:20:44
2013-04-21,0.00776843877715372,1.4,18.9,225,2013-04-21 19:22:42
2013-04-21,0.01561377663846,1.4,18.9,228,2013-04-21 19:49:00
2013-04-21,0.0220134958981584,1.4,18.9,228,2013-04-21 19:50:51
2013-04-21,0.00715673095586733,1.4,18.9,228,2013-04-21 19:52:43
2013-04-21,0.00968281816524741,1.4,18.9,228,2013-04-21 19:54:35
